Tipo de Identificación,Fecha de Nacimiento,Tipo de sexo,Estrato Social,Cabeza de Familia,Posee alguna discapacidad,Población a la que pertenece,Grado de Escolaridad,Tipo de Formación artística,Sub area,Es su principal actividad,Año de inicio de actividad,Area en la que se desempeña,id_artista,Año registro,Municipio,Longitud,Latitud,Provincia,Hace parte de alguna organización,Empresa de pensión,Eps,regimen
Cedula de Ciudadanía,1992,Masculino,3,No,No,Ninguno,Técnica,"Autodidacta, Cursos",Artista Creador,NO,2009,Artes plásticas,1d5e3a9f-c241-4cc3-9d04-23bff7453568,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1955,Masculino,2,No,No,Ninguno,Secundaria,Autodidacta,Artista Creador,NO,1978,Literatura,7fd71284-6ffe-4e2f-bbbf-f23f44a900ff,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Otra / No clasificada,Subsidiado
Cedula de Ciudadanía,1999,Femenino,2,No,No,Ninguno,Secundaria,Universidad,Artista Creador,SI,2016,Artes plásticas,ad2c8517-6860-4f7b-90e0-e95e0c53be24,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1993,Masculino,2,Si,No,Ninguno,Técnica,Universidad,Artista Creador,SI,2016,Artes plásticas,a3007b8b-b581-4774-9463-bd14a0623ba7,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Coosalud,Contributivo
Cedula de Ciudadanía,1974,Masculino,3,Si,No,Ninguno,Técnica,Autodidacta,Artista Formador,SI,1992,Artes plásticas,68ad5e4d-673f-417c-aa8c-139193af8f65,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Famisanar,Contributivo
Cedula de Ciudadanía,1998,Femenino,2,No,No,Ninguno,Universitaria,Universidad,Practicante comunicación,SI,2021,Cinematografía,95d25b5d-5e13-4779-bb34-a13867b91a63,2021,Boyacá,"-73,361945","5,454578",Márquez,No,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1995,Femenino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2014,Literatura,95934840-283f-4851-ba9b-4a9d094abcb8,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1950,Masculino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Universidad",Artista Creador,SI,1992,Literatura,41edc61f-42ac-4f42-ace8-a381a1fd257e,2021,Sotaquirá,"-73,246585","5,764986",Centro,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1978,Masculino,3,No,No,Ninguno,Universitaria,"Autodidacta, Cursos",Interprete,SI,2002,Música,22abad08-afd9-4ee8-baa2-e1f63b54eb45,2021,Moniquirá,"-73,573374","5,876331",Ricaurte,No,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1976,Masculino,2,Si,No,Ninguno,Universitaria,"Talleres, Cursos, Universidad","artista creador, actor, gestor cultural e investigador",SI,2000,Teatro,740bd242-5905-42d2-bc7f-1919286ebe93,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Extranjería,1990,Femenino,2,No,No,Ninguno,Universitaria,"Talleres, Cursos, Clases particulares",Artista Creador,SI,2014,Música,28b652c3-df09-4345-924a-a1980ecf2fc3,2021,Santa Sofía,"-73,602707","5,713269",Ricaurte,Sí,Otro,Sanitas,Contributivo
Cedula de Ciudadanía,1987,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2012,Artes plásticas,0e231b27-b72a-4659-ad44-0f7814a62c67,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Positiva,Nueva EPS,Contributivo
Cedula de Ciudadanía,1965,Masculino,2,Si,No,Ninguno,Técnica,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,SI,2005,Música,48a84621-a4a7-46f9-b765-d9310abf486d,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1973,Masculino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Universidad",Productor,SI,1989,Música,109a85d5-ff39-48b6-8aff-993fd9061119,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1970,Masculino,2,Si,No,Mestizos,Magister,Universidad,Artista Creador,SI,1996,Artes plásticas,3c5bd85e-d6d6-435b-af00-45c861ae6647,2021,Tunja,"-73,355539","5,53988",Centro,No,Colfondos,Nueva EPS,Contributivo
Cedula de Ciudadanía,1985,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2012,Artes plásticas,ea279c77-e724-40c5-8811-d4919f92dcd4,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1991,Masculino,2,Si,No,Ninguno,Secundaria,Autodidacta,Artista Creador,NO,2012,Literatura,10d5c330-fcea-49ae-9354-249369b2b812,2021,Paipa,"-73,11782","5,779894",Tundama,No,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1983,Masculino,2,Si,No,Ninguno,Técnica,"Autodidacta, Talleres",Gestor Cultural,SI,2017,Danza,b09e3db9-831a-46f5-bcd6-83789ebd7a64,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Compensar,Contributivo
Cedula de Ciudadanía,1993,Masculino,3,No,No,Ninguno,Especialista,"Autodidacta, Talleres, Cursos",Bailarín,NO,2017,Danza,5c06b88d-e029-4614-86b7-33626d0e7a81,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1977,Masculino,1,Si,No,Ninguno,Universitaria,Autodidacta,Artista Creador,SI,2012,Literatura,b2de8d43-1903-4880-aad1-79345420484f,2021,Duitama,"-73,03063","5,822964",Tundama,No,Colpensiones,Nueva EPS,Subsidiado
Cedula de Ciudadanía,1994,Masculino,2,No,No,Ninguno,Universitaria,Universidad,Bailarín,SI,2010,Danza,8197859c-a0cb-4bb7-a0c3-40f7d8452ab6,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1998,Femenino,2,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Bailarín,SI,2016,Danza,3b76ffd8-1a96-4977-877f-d22e57d18014,2021,Paipa,"-73,11782","5,779894",Tundama,Sí,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1970,Femenino,1,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,1992,Teatro,5aa8c153-ce49-4aae-a8c8-6c480be765fb,2021,Villa De Leyva,"-73,524948","5,632455",Ricaurte,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1978,Femenino,2,Si,No,Ninguno,Universitaria,Autodidacta,Artista Creador,SI,2013,Otro,8ded0052-18d9-41b3-ba83-38921fd05bcb,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1999,Masculino,1,No,No,Ninguno,Tecnológica,"Autodidacta, Talleres, Cursos",Artista Creador,SI,2017,Cinematografía,27440694-f35a-4de1-8fe2-a3d2d8bf8d3d,2021,Tota,"-72,985898","5,560497",Sugamuxi,No,Porvenir,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1968,Masculino,4,Si,Sí,Ninguno,Especialista,"Autodidacta, Cursos",Artista Creador,NO,1993,Literatura,bf028d3b-4393-404b-b325-ce0ddd6655c3,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1984,Masculino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos",Artista Formador,SI,2001,Danza,5347ea00-ca1d-455b-b276-4249b4847c32,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1959,Masculino,2,Si,No,Ninguno,Universitaria,Autodidacta,Artista Creador,NO,2001,Literatura,9126f11d-3ceb-4355-aa04-0920ea76a9ad,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Protección,Nueva EPS,Contributivo
Cedula de Ciudadanía,1982,Masculino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2001,Cinematografía,84f924f2-abe3-4683-a3e2-697e3bd45a03,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1959,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,1980,Artes plásticas,ccf8b817-6418-4a0c-83b8-355e9a9f26ee,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1958,Femenino,3,No,No,Ninguno,Universitaria,Talleres,Artista Creador,SI,1980,Literatura,9045b50e-3272-441f-adc1-7eec8cd9ef09,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,2021,Masculino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Clases particulares, Universidad",dramaturgo,NO,1998,Teatro,cb89bb46-27cd-4907-8135-9fa44e3be12a,2021,Boyacá,"-73,361945","5,454578",Márquez,No,Fomag,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1963,Masculino,3,Si,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,1975,Música,6b0c1a22-efc1-4a8c-a4c7-080a99297bd0,2021,Moniquirá,"-73,573374","5,876331",Ricaurte,No,Sin pensión,Medimás,Contributivo
Cedula de Ciudadanía,1981,Masculino,3,Si,No,Mestizos,Universitaria,"Autodidacta, Talleres",Artista Creador,SI,2004,Otro,58c74b17-8813-49a1-9ab6-41194395a012,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1997,Masculino,2,No,No,Ninguno,Tecnológica,"Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2015,Música,8dc695a6-ab3a-475a-8131-a263fd71df19,2021,Tunja,"-73,355539","5,53988",Centro,No,Otro,Otra / No clasificada,Subsidiado
Cedula de Ciudadanía,1996,Femenino,3,No,No,Ninguno,Secundaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Bailarín,SI,2000,Danza,1ae73328-1c4f-45c9-98bc-e582d753e807,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1993,Femenino,3,No,No,Indígenas,Magister,Universidad,Gestor Cultural,SI,2011,Artes plásticas,261b9463-62aa-4058-a242-259596309424,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Protección,Compensar,Contributivo
Cedula de Ciudadanía,2002,Femenino,1,No,No,Ninguno,Universitaria,"Autodidacta, Cursos, Clases particulares",Productor,SI,2014,Música,dca28e2f-fc8e-4b74-a85e-4daa923bbfbc,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Otro,Medimás,Contributivo
Cedula de Ciudadanía,1980,Masculino,3,Si,No,Ninguno,Magister,"Autodidacta, Talleres, Universidad",Artista Creador,SI,2002,Teatro,afc916fd-8405-405b-b97b-99e7e565dc60,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colfondos,Sanitas,Contributivo
Cedula de Ciudadanía,1990,Femenino,3,No,No,Ninguno,Especialista,"Autodidacta, Cursos, Universidad",Artista Creador,SI,2013,Artes plásticas,2f1a4979-54ce-4710-9850-45326423d053,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1979,Masculino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,SI,2017,Teatro,bfb96cff-d816-4e06-a5e6-dfb09593c11f,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Sin pensión,Famisanar,Contributivo
Cedula de Ciudadanía,1973,Femenino,1,No,No,Ninguno,Técnica,Talleres,Gestor Cultural,NO,2016,Gestor Cultural,59ac899d-ff5e-4860-b063-f83e52655b1f,2021,Boavita,"-72,584905","6,330703",Norte,Sí,BEPS,Otra / No clasificada,Subsidiado
Cedula de Ciudadanía,1993,Femenino,3,No,No,Ninguno,Secundaria,"Autodidacta, Cursos",Artista Creador,NO,2016,Opción 10,97c62f3b-1c29-471c-9a1c-2f98ca56d618,2021,San Luis De Gaceno,"-73,168076","4,81976",Neira,No,Protección,Famisanar,Contributivo
Cedula de Ciudadanía,1991,Masculino,3,No,No,Ninguno,Técnica,Talleres,Artista Creador,SI,2017,Música,2a28c0fa-0451-474d-b99a-d3a438965a9f,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1994,Masculino,3,No,No,Ninguno,Universitaria,"Autodidacta, Universidad",Artista Creador,NO,2019,Música,6ea8f2f5-2d31-4c37-85ec-ae39c3971988,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Protección,Sanitas,Contributivo
Cedula de Ciudadanía,1939,Masculino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Universidad",Gestor Cultural,NO,1960,Literatura,7b9f25b4-0730-47f2-931a-80beab2b0bad,2021,Iza,"-72,979559","5,611577",Sugamuxi,No,Sin pensión,Medimás,Contributivo
Cedula de Ciudadanía,1956,Masculino,2,Si,No,Ninguno,Especialista,Universidad,Artista Creador,SI,1976,Música,d61d2a55-2540-4f2e-8933-fb3c85426674,2021,Oicatá,"-73,308399","5,595235",Centro,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1986,Femenino,3,No,No,Ninguno,Magister,Universidad,Artista Creador,SI,2009,Danza,8a36197f-3a61-4b27-9d10-9dae6532dab9,2021,Chinavita,"-73,368476","5,167486",Neira,Sí,Colpensiones,Famisanar,Contributivo
Cedula de Ciudadanía,1996,Masculino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Formador,SI,2017,Literatura,b2afed0b-1663-4ed6-8ec5-b6325a6beb1f,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1941,Masculino,4,Si,Sí,Ninguno,Universitaria,Universidad,Artista Creador,SI,1970,Teatro,5f9c76d2-197a-47e5-bffb-f4a416f94eb2,2021,Boyacá,"-73,361945","5,454578",Márquez,No,Colpensiones,Compensar,Contributivo
Cedula de Extranjería,1983,Femenino,1,Si,No,Ninguno,Magister,"Talleres, Cursos, Clases particulares, Universidad",Musicoterapeuta-investigadora en musica-artista formadora,SI,2012,Música,e55d918a-ac3f-483c-8431-dc272e121101,2021,Ráquira,"-73,632543","5,539136",Ricaurte,No,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1986,Masculino,2,Si,No,Mestizos,Universitaria,Universidad,Artista Formador,SI,2010,Artes plásticas,74d9a437-418d-412f-8026-03a1a8207559,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,1984,Masculino,3,No,No,Ninguno,Universitaria,Autodidacta,Artista Creador,NO,2008,Música,8b1f9c0e-1ca6-4b42-b63e-363e30423d18,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1996,Femenino,2,Si,No,Ninguno,Universitaria,Talleres,Gestor Cultural,SI,2019,Gestor Cultural,ad5d4714-62d8-4bf8-9a5e-7b4ca592b738,2021,Toca,"-73,184794","5,566464",Centro,Sí,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1998,Masculino,3,No,No,Ninguno,Secundaria,"Autodidacta, Talleres, Cursos",Productor,SI,2016,Cinematografía,b1572aaa-ac15-4697-8c5c-05f514284878,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1989,Femenino,3,No,No,Ninguno,Especialista,Universidad,Artista Creador,SI,2010,Música,c07855b0-0548-4ff3-8d33-f5fdb61babd7,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1993,Femenino,4,No,No,Ninguno,Especialista,"Autodidacta, Talleres, Cursos",Artista Creador,SI,2013,Literatura,d6cd8b0f-88df-4295-8678-67eff1d8b143,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Medimás,Contributivo
Cedula de Ciudadanía,2001,Masculino,2,No,No,Ninguno,Secundaria,Universidad,Artista Creador,SI,2018,Artes plásticas,c1b77556-589f-4e7a-8786-b49c4c57f024,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1998,Femenino,3,No,No,Ninguno,Universitaria,"Cursos, Clases particulares, Universidad",Artista Formador,NO,2009,Música,7d832877-5325-4c57-864d-d7147fce5e7c,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1981,Masculino,3,No,No,Ninguno,Universitaria,"Autodidacta, Universidad","ARPISTA, MÚSICO, PRODUCTOR, CREADOR, FORMADOR.",SI,2000,Música,49ad15d0-2132-49f3-a9c2-f769bba98dba,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Compensar,Contributivo
Cedula de Ciudadanía,1990,Masculino,2,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2008,Música,96b2cdc9-2a1c-43a3-ba44-408953dbf231,2021,Guateque,"-73,471207","5,007321",Oriente,No,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,1986,Femenino,3,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos",Artista Formador,SI,2007,Danza,1c3ce4b9-f4d3-4dbf-b3c6-df8a81372b56,2021,Tuta,"-73,230285","5,689082",Centro,Sí,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1960,Masculino,3,Si,No,Ninguno,Doctorado,"Autodidacta, Talleres, Universidad",Investigador Teatral,NO,1978,Teatro,51a3f71f-a6a6-46b1-b247-2d3f35bdd000,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1983,Femenino,3,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2005,Literatura,0e0fbd8a-b252-492e-9940-e0ece41ae4dc,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1958,Femenino,1,No,No,Ninguno,Técnica,Cursos,Gestor Cultural,SI,1974,Literatura,af3ba9df-499a-4968-bb74-f157e1ae499d,2021,San Eduardo,"-73,077747","5,22401",Lengupá,No,Sin pensión,Coosalud,Contributivo
Cedula de Ciudadanía,1995,Masculino,2,No,No,Ninguno,Universitaria,Universidad,Interprete,NO,2019,Música,1c537f47-fc9c-4cad-90cc-aff3a05d9698,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,1990,Masculino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Cursos, Universidad",Artista Creador,SI,2004,Música,7beacc6d-e662-4561-bf71-529c766e6643,2021,Nuevo Colón,"-73,456759","5,355317",Márquez,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1990,Masculino,2,No,No,Mestizos,Especialista,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad","Artista Creador, Artista Formador, Actor, Gestor Cultural",SI,2004,Artes plásticas,694f9535-0b8f-4433-bebf-fafbd65d3e78,2021,Chiquinquirá,"-73,818745","5,61379",Occidente,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1989,Masculino,3,No,No,Ninguno,Magister,"Autodidacta, Universidad",Investigador y Gestor Cultural,NO,2010,Literatura,55bbe118-a610-4681-877c-4eb41c0d6bda,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1969,Masculino,2,Si,No,Ninguno,Técnica,Talleres,Artista Creador,SI,1990,Artes plásticas,9ad0e671-2859-463e-b239-af85562d80bf,2021,Socha,"-72,691963","5,996717",Valderrama,Sí,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1935,Femenino,2,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Universidad",Artista Creador,SI,1970,Literatura,1aa13d4b-cf14-4533-87ec-30471503e622,2021,Tunja,"-73,355539","5,53988",Centro,Sí,FOPEP,Sanitas,Contributivo
Cedula de Ciudadanía,1992,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2013,Artes plásticas,122a5197-02d4-4843-9ee4-e08c1ac6931e,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1980,Femenino,4,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Formador,SI,2006,Danza,8a913144-e380-4b0e-b137-bb345a5d3d4a,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1979,Masculino,2,Si,No,Ninguno,Doctorado,Universidad,Artista Creador,NO,1999,Literatura,af952ac3-7c8a-4213-8d31-082d066f993a,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Fiduprevisora,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1980,Masculino,2,Si,No,Ninguno,Universitaria,Clases particulares,Artista Creador,NO,2004,Música,0b4863fe-56f5-4da3-9197-b657b107edf4,2021,Paipa,"-73,11782","5,779894",Tundama,No,Colfondos,Famisanar,Contributivo
Cedula de Ciudadanía,1985,Femenino,2,Si,No,Ninguno,Universitaria,Talleres,Artista Creador,SI,2007,Danza,3f8e9237-5211-4f09-aa31-388c2af5707a,2021,Chiquinquirá,"-73,818745","5,61379",Occidente,No,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1993,Femenino,3,No,No,Ninguno,Magister,"Autodidacta, Cursos, Universidad",Gestor Cultural,SI,2010,Gestor Cultural,147a7dee-a79e-422b-95a9-bcb79564a834,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1988,Masculino,3,Si,No,Ninguno,Magister,"Autodidacta, Talleres, Cursos, Universidad",Artista Creador,SI,2013,Artes plásticas,e9d4ea6d-2170-4582-ad6c-8ba02eca1ad2,2021,Tunja,"-73,355539","5,53988",Centro,No,Protección,Nueva EPS,Contributivo
Cedula de Ciudadanía,1967,Femenino,3,No,No,Ninguno,Tecnológica,Talleres,Gestor Cultural,SI,2019,Emprendimiento Cultural,73003fb5-9e44-4996-bab0-f7a4e1cc8268,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Colpensiones,Compensar,Contributivo
Cedula de Ciudadanía,1988,Masculino,2,Si,No,Ninguno,Tecnológica,"Autodidacta, Talleres, Cursos",Gestor Cultural,SI,2017,Cinematografía,a417bd78-3eb5-42b9-b29e-3c7949c00121,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1996,Masculino,4,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Interprete,NO,2014,Música,9665412a-981b-4d55-840a-ed302d972d86,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1999,Femenino,2,No,No,Ninguno,Técnica,"Autodidacta, Cursos",Artista Creador,NO,2017,Literatura,ea2ec592-1ad7-4ff4-a79c-7590b0d7d759,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Famisanar,Contributivo
Cedula de Ciudadanía,1984,Masculino,2,No,No,Ninguno,Especialista,"Autodidacta, Talleres, Cursos, Clases particulares",Interprete,SI,2008,Música,54e90d0c-6977-4d36-bd0f-059e4a3b96a8,2021,Paipa,"-73,11782","5,779894",Tundama,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1984,Masculino,2,Si,No,Ninguno,Universitaria,Universidad,Artista Formador,NO,2016,Música,70a3cfbb-0568-4fb3-9f3a-4ac727d155d7,2021,Paipa,"-73,11782","5,779894",Tundama,No,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,1994,Masculino,1,No,No,Ninguno,Universitaria,Autodidacta,Artista Creador,SI,2002,Música,19c5469c-651f-4bfe-ab76-d8f49ff0bb65,2021,Duitama,"-73,03063","5,822964",Tundama,No,Sin pensión,Coosalud,Contributivo
Cedula de Ciudadanía,1974,Femenino,2,Si,No,Ninguno,Secundaria,"Autodidacta, Talleres, Cursos",Gestor Cultural,SI,1998,Gestor Cultural,9ecf9471-453d-41d0-afc3-4c2fdefed7cc,2021,Villa De Leyva,"-73,524948","5,632455",Ricaurte,Sí,Porvenir,Sanitas,Contributivo
